time_unix,monotonic,target_heading_rad,heading_error_rad,source_angle_deg,source_angle_error_deg
1774360493.915,29.620,0.0,0.0,0.0,0.0
1774360494.416,30.121,0.0,0.0,0.0,0.0
1774360494.918,30.622,0.0,0.0,0.0,0.0
1774360495.419,31.124,0.0,0.0,0.0,0.0
1774360495.920,31.625,0.0,0.0,0.0,0.0
1774360496.422,32.126,0.0,0.0,0.0,0.0
1774360496.923,32.628,0.0,0.0,0.0,0.0
1774360497.424,33.129,0.0,0.0,0.0,0.0
1774360497.926,33.631,0.0,0.0,0.0,0.0
1774360498.427,34.132,0.0,0.0,0.0,0.0
1774360498.929,34.633,0.0,0.0,0.0,0.0
1774360499.430,35.135,0.0,0.0,0.0,0.0
1774360499.931,35.636,0.0,0.0,0.0,0.0
1774360500.433,36.137,0.0,0.0,0.0,0.0
1774360500.934,36.639,0.0,0.0,0.0,0.0
1774360501.435,37.140,0.0,0.0,0.0,0.0
1774360501.937,37.641,0.0,0.0,0.0,0.0
1774360502.438,38.143,0.0,0.0,0.0,0.0
1774360502.939,38.644,0.0,0.0,0.0,0.0
1774360503.440,39.145,0.0,0.0,0.0,0.0
1774360503.942,39.646,0.0,0.0,0.0,0.0
1774360504.443,40.148,0.0,0.0,0.0,0.0
1774360504.944,40.649,0.0,0.0,0.0,0.0
1774360505.445,41.150,0.0,0.0,0.0,0.0
1774360505.947,41.651,0.0,0.0,0.0,0.0
1774360506.423,42.128,0.0,0.0,0.0,0.0
1774360506.925,42.629,0.0,0.0,0.0,0.0
1774360507.426,43.131,0.0,0.0,0.0,0.0
1774360507.928,43.633,0.0,0.0,0.0,0.0
1774360508.429,44.134,0.0,0.0,0.0,0.0
1774360508.930,44.635,0.0,0.0,0.0,0.0
1774360509.432,45.136,0.0,0.0,0.0,0.0
1774360509.933,45.638,0.0,0.0,0.0,0.0
1774360510.434,46.139,0.0,0.0,0.0,0.0
1774360510.935,46.640,0.0,0.0,0.0,0.0
1774360511.437,47.141,0.0,0.0,0.0,0.0
1774360511.938,47.643,0.0,0.0,0.0,0.0
1774360512.439,48.144,0.0,0.0,0.0,0.0
1774360512.940,48.645,0.0,0.0,0.0,0.0
1774360513.442,49.146,0.0,0.0,0.0,0.0
1774360513.943,49.648,0.0,0.0,0.0,0.0
1774360514.444,50.149,0.0,0.0,0.0,0.0
1774360514.945,50.650,0.0,0.0,0.0,0.0
1774360515.447,51.151,0.0,0.0,0.0,0.0
1774360515.898,51.603,0.0,0.0,0.0,0.0
1774360516.399,52.104,0.0,0.0,0.0,0.0
1774360516.900,52.605,0.0,0.0,0.0,0.0
1774360517.401,53.106,0.0,0.0,0.0,0.0
1774360517.903,53.608,0.0,0.0,0.0,0.0
1774360518.404,54.109,0.0,0.0,0.0,0.0
1774360518.906,54.610,0.0,0.0,0.0,0.0
1774360519.407,55.112,0.0,0.0,0.0,0.0
1774360519.908,55.613,0.0,0.0,0.0,0.0
1774360520.409,56.114,0.0,0.0,0.0,0.0
1774360520.911,56.616,0.0,0.0,0.0,0.0
1774360521.412,57.117,0.0,0.0,0.0,0.0
1774360521.913,57.618,0.0,0.0,0.0,0.0
1774360522.415,58.119,0.0,0.0,0.0,0.0
1774360522.916,58.621,0.0,0.0,0.0,0.0
1774360523.417,59.122,0.0,0.0,0.0,0.0
1774360523.918,59.623,0.0,0.0,0.0,0.0
1774360524.420,60.125,0.0,0.0,0.0,0.0
1774360524.921,60.626,0.0,0.0,0.0,0.0
1774360525.422,61.127,0.0,0.0,0.0,0.0
1774360525.924,61.628,0.0,0.0,0.0,0.0
1774360526.425,62.130,0.0,0.0,0.0,0.0
1774360526.926,62.631,0.0,0.0,0.0,0.0
1774360527.428,63.133,0.0,0.0,0.0,0.0
1774360527.929,63.634,0.0,0.0,0.0,0.0
1774360528.430,64.135,0.0,0.0,0.0,0.0
1774360528.932,64.636,0.0,0.0,0.0,0.0
1774360529.433,65.138,0.0,0.0,0.0,0.0
1774360529.934,65.639,0.0,0.0,0.0,0.0
1774360530.435,66.140,0.0,0.0,0.0,0.0
1774360530.937,66.641,0.0,0.0,0.0,0.0
1774360531.438,67.143,0.0,0.0,0.0,0.0
1774360531.939,67.644,0.0,0.0,0.0,0.0
1774360532.441,68.146,0.0,0.0,0.0,0.0
1774360532.942,68.647,0.0,0.0,0.0,0.0
1774360533.443,69.148,0.0,0.0,0.0,0.0
1774360533.945,69.649,0.0,0.0,0.0,0.0
1774360534.447,70.151,0.0,0.0,0.0,0.0
1774360534.898,70.603,0.0,0.0,0.0,0.0
1774360535.400,71.105,0.0,0.0,0.0,0.0
1774360535.902,71.607,0.0,0.0,0.0,0.0
1774360536.403,72.108,0.0,0.0,0.0,0.0
1774360536.905,72.610,0.0,0.0,0.0,0.0
1774360537.407,73.112,0.0,0.0,0.0,0.0
1774360537.908,73.613,0.0,0.0,0.0,0.0
1774360538.410,74.115,0.0,0.0,0.0,0.0
1774360538.911,74.616,0.0,0.0,0.0,0.0
1774360539.413,75.118,0.0,0.0,0.0,0.0
1774360539.915,75.620,0.0,0.0,0.0,0.0
1774360540.417,76.122,0.0,0.0,0.0,0.0
1774360540.919,76.624,0.0,0.0,0.0,0.0
1774360541.421,77.126,0.0,0.0,0.0,0.0
1774360541.924,77.629,0.0,0.0,0.0,0.0
1774360542.426,78.131,0.0,0.0,0.0,0.0
1774360542.927,78.632,0.0,0.0,0.0,0.0
1774360543.429,79.134,0.0,0.0,0.0,0.0
1774360543.931,79.635,0.0,0.0,0.0,0.0
1774360544.432,80.137,0.0,0.0,0.0,0.0
1774360544.934,80.639,0.0,0.0,0.0,0.0
1774360545.436,81.140,0.0,0.0,0.0,0.0
1774360545.937,81.642,0.0,0.0,0.0,0.0
1774360546.438,82.143,0.0,0.0,0.0,0.0
1774360546.940,82.645,0.0,0.0,0.0,0.0
1774360547.441,83.146,0.0,0.0,0.0,0.0
1774360547.942,83.647,0.0,0.0,0.0,0.0
1774360548.444,84.149,0.0,0.0,0.0,0.0
1774360548.946,84.651,0.0,0.0,0.0,0.0
1774360549.398,85.103,0.0,0.0,0.0,0.0
1774360549.899,85.604,0.0,0.0,0.0,0.0
1774360550.401,86.105,0.0,0.0,0.0,0.0
1774360550.902,86.607,0.0,0.0,0.0,0.0
1774360551.405,87.110,0.0,0.0,0.0,0.0
1774360551.907,87.611,0.0,0.0,0.0,0.0
1774360552.408,88.113,0.0,0.0,0.0,0.0
1774360552.910,88.615,0.0,0.0,0.0,0.0
1774360553.411,89.116,0.0,0.0,0.0,0.0
1774360553.913,89.618,0.0,0.0,0.0,0.0
1774360554.415,90.119,0.0,0.0,0.0,0.0
1774360554.916,90.621,0.0,0.0,0.0,0.0
1774360555.417,91.122,0.0,0.0,0.0,0.0
1774360555.919,91.624,0.0,0.0,0.0,0.0
1774360556.421,92.126,0.0,0.0,0.0,0.0
1774360556.922,92.627,0.0,0.0,0.0,0.0
1774360557.424,93.129,0.0,0.0,0.0,0.0
1774360557.926,93.631,0.0,0.0,0.0,0.0
1774360558.428,94.132,0.0,0.0,0.0,0.0
1774360558.930,94.635,0.0,0.0,0.0,0.0
1774360559.431,95.136,0.0,0.0,0.0,0.0
1774360559.933,95.638,0.0,0.0,0.0,0.0
1774360560.434,96.139,0.0,0.0,0.0,0.0
1774360560.936,96.641,0.0,0.0,0.0,0.0
1774360561.438,97.143,0.0,0.0,0.0,0.0
1774360561.939,97.644,0.0,0.0,0.0,0.0
1774360562.441,98.146,0.0,0.0,0.0,0.0
1774360562.942,98.647,0.0,0.0,0.0,0.0
1774360563.444,99.149,0.0,0.0,0.0,0.0
1774360563.946,99.651,0.0,0.0,0.0,0.0
1774360564.447,100.152,0.0,0.0,0.0,0.0
1774360564.898,100.603,0.0,0.0,0.0,0.0
1774360565.400,101.105,0.0,0.0,0.0,0.0
1774360565.902,101.607,0.0,0.0,0.0,0.0
1774360566.404,102.109,0.0,0.0,0.0,0.0
1774360566.906,102.611,0.0,0.0,0.0,0.0
1774360567.407,103.112,0.0,0.0,0.0,0.0
1774360567.909,103.614,0.0,0.0,0.0,0.0
1774360568.410,104.115,0.0,0.0,0.0,0.0
1774360568.912,104.617,0.0,0.0,0.0,0.0
1774360569.414,105.118,0.0,0.0,0.0,0.0
1774360569.915,105.620,0.0,0.0,0.0,0.0
1774360570.417,106.122,0.0,0.0,0.0,0.0
1774360570.919,106.624,0.0,0.0,0.0,0.0
1774360571.422,107.126,0.0,0.0,0.0,0.0
1774360571.923,107.628,0.0,0.0,0.0,0.0
1774360572.424,108.129,0.0,0.0,0.0,0.0
1774360572.926,108.631,0.0,0.0,0.0,0.0
1774360573.428,109.133,0.0,0.0,0.0,0.0
1774360573.929,109.634,0.0,0.0,0.0,0.0
1774360574.431,110.136,0.0,0.0,0.0,0.0
1774360574.933,110.637,0.0,0.0,0.0,0.0
1774360575.435,111.140,0.0,0.0,0.0,0.0
1774360575.936,111.641,0.0,0.0,0.0,0.0
1774360576.438,112.143,0.0,0.0,0.0,0.0
1774360576.940,112.645,0.0,0.0,0.0,0.0
1774360577.441,113.146,0.0,0.0,0.0,0.0
1774360577.942,113.647,0.0,0.0,0.0,0.0
1774360578.444,114.149,0.0,0.0,0.0,0.0
1774360578.946,114.651,0.0,0.0,0.0,0.0
1774360579.397,115.102,0.0,0.0,0.0,0.0
1774360579.899,115.604,0.0,0.0,0.0,0.0
1774360580.400,116.105,0.0,0.0,0.0,0.0
1774360580.902,116.607,0.0,0.0,0.0,0.0
1774360581.404,117.109,0.0,0.0,0.0,0.0
1774360581.905,117.610,0.0,0.0,0.0,0.0
1774360582.407,118.112,0.0,0.0,0.0,0.0
1774360582.909,118.613,0.0,0.0,0.0,0.0
1774360583.411,119.115,0.0,0.0,0.0,0.0
1774360583.912,119.617,0.0,0.0,0.0,0.0
1774360584.414,120.119,0.0,0.0,0.0,0.0
1774360584.915,120.620,0.0,0.0,0.0,0.0
1774360585.417,121.122,0.0,0.0,0.0,0.0
1774360585.919,121.624,0.0,0.0,0.0,0.0
1774360586.421,122.126,0.0,0.0,0.0,0.0
1774360586.922,122.627,0.0,0.0,0.0,0.0
1774360587.424,123.129,0.0,0.0,0.0,0.0
1774360587.926,123.631,0.0,0.0,0.0,0.0
1774360588.428,124.133,0.0,0.0,0.0,0.0
1774360588.930,124.635,0.0,0.0,0.0,0.0
1774360589.432,125.137,0.0,0.0,0.0,0.0
1774360589.933,125.638,0.0,0.0,0.0,0.0
1774360590.435,126.140,0.0,0.0,0.0,0.0
1774360590.937,126.641,0.0,0.0,0.0,0.0
1774360591.438,127.143,0.0,0.0,0.0,0.0
1774360591.939,127.644,0.0,0.0,0.0,0.0
1774360592.441,128.146,0.0,0.0,0.0,0.0
1774360592.942,128.647,0.0,0.0,0.0,0.0
1774360593.444,129.149,0.0,0.0,0.0,0.0
1774360593.946,129.650,0.0,0.0,0.0,0.0
1774360594.447,130.152,0.0,0.0,0.0,0.0
1774360594.898,130.603,0.0,0.0,0.0,0.0
1774360595.400,131.105,0.0,0.0,0.0,0.0
1774360595.902,131.607,0.0,0.0,0.0,0.0
1774360596.403,132.108,0.0,0.0,0.0,0.0
1774360596.905,132.609,0.0,0.0,0.0,0.0
1774360597.406,133.111,0.0,0.0,0.0,0.0
1774360597.908,133.613,0.0,0.0,0.0,0.0
1774360598.409,134.114,0.0,0.0,0.0,0.0
1774360598.911,134.616,0.0,0.0,0.0,0.0
1774360599.412,135.117,0.0,0.0,0.0,0.0
1774360599.914,135.619,0.0,0.0,0.0,0.0
1774360600.416,136.121,0.0,0.0,0.0,0.0
1774360600.918,136.622,0.0,0.0,0.0,0.0
1774360601.419,137.124,0.0,0.0,0.0,0.0
1774360601.921,137.626,0.0,0.0,0.0,0.0
1774360602.422,138.127,0.0,0.0,0.0,0.0
1774360602.924,138.629,0.0,0.0,0.0,0.0
1774360603.425,139.130,0.0,0.0,0.0,0.0
1774360603.928,139.632,0.0,0.0,0.0,0.0
1774360604.430,140.134,0.0,0.0,0.0,0.0
1774360604.932,140.637,0.0,0.0,0.0,0.0
1774360605.433,141.138,0.0,0.0,0.0,0.0
1774360605.935,141.640,0.0,0.0,0.0,0.0
1774360606.437,142.141,0.0,0.0,0.0,0.0
1774360606.938,142.643,0.0,0.0,0.0,0.0
1774360607.440,143.145,0.0,0.0,0.0,0.0
1774360607.941,143.646,0.0,0.0,0.0,0.0
1774360608.443,144.148,0.0,0.0,0.0,0.0
1774360608.945,144.650,0.0,0.0,0.0,0.0
1774360609.446,145.151,0.0,0.0,0.0,0.0
1774360609.898,145.603,0.0,0.0,0.0,0.0
1774360610.399,146.104,0.0,0.0,0.0,0.0
1774360610.901,146.606,0.0,0.0,0.0,0.0
1774360611.402,147.107,0.0,0.0,0.0,0.0
1774360611.904,147.609,0.0,0.0,0.0,0.0
1774360612.406,148.111,0.0,0.0,0.0,0.0
1774360612.907,148.612,0.0,0.0,0.0,0.0
1774360613.409,149.114,0.0,0.0,0.0,0.0
1774360613.910,149.615,0.0,0.0,0.0,0.0
1774360614.412,150.117,0.0,0.0,0.0,0.0
1774360614.914,150.619,0.0,0.0,0.0,0.0
1774360615.416,151.121,0.0,0.0,0.0,0.0
1774360615.917,151.622,0.0,0.0,0.0,0.0
1774360616.419,152.124,0.0,0.0,0.0,0.0
1774360616.921,152.626,0.0,0.0,0.0,0.0
1774360617.424,153.128,0.0,0.0,0.0,0.0
1774360617.925,153.630,0.0,0.0,0.0,0.0
1774360618.426,154.131,0.0,0.0,0.0,0.0
1774360618.928,154.633,0.0,0.0,0.0,0.0
1774360619.430,155.135,0.0,0.0,0.0,0.0
1774360619.932,155.637,0.0,0.0,0.0,0.0
