time_unix,monotonic,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
1774360495.899,28.565,0.0,0.0,0.0,0.0,0.0,0.0
1774360496.150,28.815,0.0,0.0,0.0,0.0,0.0,0.0
1774360496.401,29.066,0.0,0.0,0.0,0.0,0.0,0.0
1774360496.651,29.316,0.0,0.0,0.0,0.0,0.0,0.0
1774360496.902,29.567,0.0,0.0,0.0,0.0,0.0,0.0
1774360497.152,29.818,0.0,0.0,0.0,0.0,0.0,0.0
1774360497.403,30.068,0.0,0.0,0.0,0.0,0.0,0.0
1774360497.654,30.319,0.0,0.0,0.0,0.0,0.0,0.0
1774360497.904,30.569,0.0,0.0,0.0,0.0,0.0,0.0
1774360498.155,30.820,0.0,0.0,0.0,0.0,0.0,0.0
1774360498.405,31.071,0.0,0.0,0.0,0.0,0.0,0.0
1774360498.656,31.321,0.0,0.0,0.0,0.0,0.0,0.0
1774360498.907,31.572,0.0,0.0,0.0,0.0,0.0,0.0
1774360499.157,31.823,0.0,0.0,0.0,0.0,0.0,0.0
1774360499.408,32.073,0.0,0.0,0.0,0.0,0.0,0.0
1774360499.658,32.324,0.0,0.0,0.0,0.0,0.0,0.0
1774360499.909,32.574,0.0,0.0,0.0,0.0,0.0,0.0
1774360500.160,32.825,0.0,0.0,0.0,0.0,0.0,0.0
1774360500.360,33.025,0.0,0.0,0.0,0.0,0.0,0.0
1774360500.611,33.276,0.0,0.0,0.0,0.0,0.0,0.0
1774360500.861,33.526,0.0,0.0,0.0,0.0,0.0,0.0
1774360501.112,33.777,0.0,0.0,0.0,0.0,0.0,0.0
1774360501.362,34.028,0.0,0.0,0.0,0.0,0.0,0.0
1774360501.613,34.278,0.0,0.0,0.0,0.0,0.0,0.0
1774360501.863,34.529,0.0,0.0,0.0,0.0,0.0,0.0
1774360502.114,34.779,0.0,0.0,0.0,0.0,0.0,0.0
1774360502.364,35.030,0.0,0.0,0.0,0.0,0.0,0.0
1774360502.615,35.280,0.0,0.0,0.0,0.0,0.0,0.0
1774360502.866,35.531,0.0,0.0,0.0,0.0,0.0,0.0
1774360503.116,35.781,0.0,0.0,0.0,0.0,0.0,0.0
1774360503.367,36.032,0.0,0.0,0.0,0.0,0.0,0.0
1774360503.617,36.282,0.0,0.0,0.0,0.0,0.0,0.0
